"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","DSC_TIPO_PENAL","ANO","MES","NUM_AUDIENCIAS"
N,SC,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,8
N,PR,FALSIFICACAO DE DOCUMENTO PUBLICO,,,3
S,GO,FURTO QUALIFICADO,,,20
N,GO,ESTUPRO DE VULNERAVEL,2019,10,7
N,GO,"INSERIR OU FACILITAR, O FUNCIONÁRIO AUTORIZADO, A INSERÇAO DE DADOS FALSOS, ALTERAR OU EXCLUIR INDEVIDAMENTE DADOS CORRETOS NOS SISTEMAS INFORMATIZADOS OU BANCOS DE DADOS DA ADMINISTRAÇAO PÚBLICA COM O FIM DE OBTER VANTAGEM INDEVIDA PARA SI OU PARA OUTREM OU PARA CAUSAR DANO:",,,1
S,AM,DROGAS PARA O CONSUMO PESSOAL,2019,10,1
S,AM,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,2
N,MT,RESISTENCIA,2019,10,5
N,,ESTUPRO DE VULNERAVEL,2019,5,9
N,,PRODUZIR CENA DE SEXO EXPLICITO OU PORNOGRAFICA C/ CRIANCA/ADOLESCENTE,2019,5,1
S,GO,HOMICIDIO SIMPLES,2019,10,2
N,CE,ESTUPRO DE VULNERAVEL,2019,9,6
N,PR,ABANDONO/USO EM DESACORDO DE SUBSTANCIA TOXICA,2019,9,1
N,GO,IMPORTUNAÇÃO SEXUAL,2019,8,1
N,AP,ROUBO,2019,10,4
N,AP,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,10,4
N,RO,"DESTRUICAO, DANO DE FLORESTAS PRESERVACAO",2016,4,1
N,AP,FALSA IDENTIDADE,2019,10,8
N,MT,AMEACA,2019,8,4
N,MT,DESOBEDIENCIA,2019,8,1
N,AP,FURTO QUALIFICADO,,,20
N,GO,CORRUPCAO ATIVA,2019,10,1
S,RS,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,4
N,RO,CODIGO PENAL INJURIA REAL,2019,10,7
N,MA,DROGAS PARA O CONSUMO PESSOAL,2019,10,4
N,PI,NAO POSSUIR PERMISSAO OU CNH,,,2
S,PR,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2019,10,1
N,GO,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,10,2
S,PA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,10,3
N,RJ,SEQUESTRO RELAMPAGO,,,8
N,SP,CORRUPCAO ATIVA,2019,10,17
S,PR,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,4
S,RS,ROUBO AGRAVADO,2019,10,5
N,RJ,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,8
S,AC,FURTO SIMPLES,2019,10,2
N,PI,TRAFICO DE INFLUENCIA,2019,10,1
S,GO,AMEACA,,,25
N,RO,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,10,3
S,GO,APROPRIAR/DESVIAR BENS/PROVENTOS DO IDOSO,2019,10,1
N,,CRIME MILITAR - RECEPTACAO,2019,9,1
N,AM,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,10,9
N,PR,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,7,2
N,PE,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,3
N,BA,ROUBO AGRAVADO,2019,9,18
S,MT,LESAO CORPORAL,2019,10,1
N,GO,FALSIDADE IDEOLOGICA,2019,10,2
N,SP,FALSIFICACAO DE SELO OU SINAL PUBLICO,2019,10,1
S,MG,RECEPTACAO,2019,10,6
S,GO,DIRIGIR VEICULO SEM CNH,2019,10,2
S,PR,FURTO SIMPLES,,,16
N,MG,AFASTAR-SE DO LOCAL DO ACIDENTE PARA FUGIR DA RESPONSABILIDADE PENAL OU CIVIL,2019,10,1
N,CE,RECEPTACAO,2018,9,1
S,SP,ROUBO AGRAVADO,,,44
N,SP,FURTO DE COISA COMUM,2019,10,5
N,RS,DESABAMENTO OU DESMORONAMENTO,,,2
S,GO,ROUBO AGRAVADO,2019,10,6
N,RS,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,,,261
S,MT,DANO QUALIFICADO,2019,10,1
N,SP,FURTO DE COISA COMUM,,,9
N,SP,CRIME MILITAR - INJURIA,,,1
N,,DANO QUALIFICADO,2019,6,4
N,SP,AMEACA,2019,6,5
N,CE,PERIGO PARA A VIDA OU SAUDE DE OUTREM,2019,10,1
N,RO,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,10
N,,NAO POSSUIR PERMISSAO OU CNH,,,44
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",1991,6,2
N,,FALSIFICACAO DE DOCUMENTO PUBLICO,2019,6,1
N,PR,VIOLAR A SUSPENSAO OU PROIBICAO PARA DIRIGIR,2019,10,1
N,PA,INJURIA,2019,10,2
N,MA,HOMICIDIO QUALIFICADO,2019,5,1
S,SC,AMEACA,2019,10,1
S,SC,SUBMETER A CRIANCA/ADOLESCENTE A VEXAME,2019,10,1
N,,APROPRIACAO INDEBITA,2019,10,1
N,CE,ASSOCIAÇAO CRIMINOSA,,,21
S,RO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,2
N,MG,MATAR ESPECIMES DA FAUNA,2019,10,2
S,BA,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,2,1
N,PI,DANO,2019,10,6
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,7,5
S,RS,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,10,1
N,SP,CRIME MILITAR - EMBRIAGUEZ EM SERVICO,,,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,4,38
N,CE,MEDICAMENTO EM DESACORDO COM RECEITA MEDICA,2019,10,1
N,RJ,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,10,1
N,PR,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,1,5
N,SP,ROUBO COM RESULTADO DE MORTE,2019,10,3
N,,CONTRABANDO,2016,3,1
S,CE,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,10,1
N,TO,FURTO QUALIFICADO,2019,10,2
N,,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2020,1,119
N,PE,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,,,36
N,PB,ESTUPRO DE VULNERAVEL,2019,5,1
N,GO,FAVORECIMENTO PESSOAL,2019,10,1
N,CE,HOMICIDIO QUALIFICADO,2019,8,3
N,RO,VIAS DE FATO,2019,10,3
N,AL,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,1
N,AP,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,10,1
S,PR,ESTUPRO DE VULNERAVEL,2019,10,1
N,GO,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,8,1
S,TO,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,3,1
N,PE,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,,,3
S,PR,RESISTENCIA,2019,6,1
N,AL,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",,,13
S,CE,FURTO QUALIFICADO,2019,10,4
N,SP,FRAUDE PARA RECEBIMENTO DE INDENIZACAO OU VALOR DE SEGURO,2019,10,1
S,CE,CORRUPCAO PASSIVA,,,1
S,MG,ROUBO AGRAVADO,2019,10,14
N,BA,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,12
N,PI,FEMINICIDIO,2019,8,1
N,MT,NAO POSSUIR PERMISSAO OU CNH,2019,10,1
N,SE,LESAO CORPORAL,2019,10,1
N,,VIOLACAO SEXUAL MEDIANTE FRAUDE,2019,10,4
N,RJ,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,26
N,PA,LESAO CORPORAL,2019,10,6
N,RO,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,7,1
N,SP,HOMICIDIO SIMPLES,2019,6,1
N,SP,FALSIDADE IDEOLOGICA,2019,10,5
N,RS,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,8,1
N,SC,FALSIFICACAO DE DOCUMENTO PUBLICO,,,7
N,,FRAUDE PROCESSUAL,1983,3,1
N,AL,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,9,2
N,MG,AMEACA,2019,7,1
N,RS,RECEPTACAO,2019,2,1
S,MT,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,9
N,CE,"POSSE, EMPREGO ARTEFATO EXPLOSIVO DESAUTORIZADO",2019,10,1
N,RO,DANO,2019,8,1
N,,TRAFICO INTERNO DE PESSOAS PARA FIM DE EXPLORACAO SEXUAL,2019,10,1
N,BA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,7,33
N,SP,VIOLACAO SEXUAL MEDIANTE FRAUDE,2019,6,1
N,PE,CODIGO PENAL INJURIA REAL,2019,1,1
N,BA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,2
N,SC,INJURIA,,,68
N,MA,ROUBO COM RESULTADO DE MORTE,2019,9,1
N,PR,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2019,10,7
N,RS,VIAS DE FATO,,,176
N,RS,DESABAMENTO OU DESMORONAMENTO,2019,10,1
N,MT,INJURIA,2019,10,6
S,RJ,ROUBO AGRAVADO,,,179
S,,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,10,7
N,PI,DESACATO,2019,10,2
N,SP,CORRUPCAO ATIVA,2019,1,1
S,,PORTE ILEGAL DE ARMA BRANCA,2019,10,1
N,SP,CONSTRANGER ALGUEM COM VIOLENCIA OU AMEACA,2019,10,1
S,MA,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,2
S,PR,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2019,10,5
N,SP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2010,10,1
N,BA,ASSOCIAÇAO CRIMINOSA,2019,10,7
N,BA,HOMICIDIO SIMPLES,2019,10,3
S,PA,LESAO CORPORAL,2019,10,1
N,SC,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,10,2
N,SP,HOMICIDIO QUALIFICADO,,,117
N,PA,ALIENACAO OU ONERACAO FRAUDULENTA DE COISA PROPRIA,,,1
N,MG,DANO QUALIFICADO,2019,10,2
N,MT,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,10,5
N,SE,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,,,22
S,CE,INJURIA,,,5
N,SP,ABANDONO DE INCAPAZ,,,6
N,PE,DROGAS PARA O CONSUMO PESSOAL,2019,1,1
N,PR,DIRIGIR VEICULO SEM CNH,2019,10,11
N,MA,FEMINICIDIO,2019,10,1
S,PI,FURTO QUALIFICADO,2019,10,1
N,PA,ESTELIONATO,,,7
S,CE,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,10,1
N,RS,"ADQUIRIR, DISTRIBUIR E REVENDER DERIVADOS DE PETROLEO",2019,10,1
S,CE,HOMICIDIO QUALIFICADO,2018,12,1
N,SP,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,1,3
S,RJ,LESAO CORPORAL,,,5
S,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",1994,12,1
S,BA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,3,2
N,SP,USO DE DOCUMENTO FALSO,2019,6,1
S,PR,DANO QUALIFICADO,,,4
N,RO,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",,,23
N,GO,SUBTRACAO DE INCAPAZES,,,1
N,,AMEACA,1967,1,1
N,PE,FALSIFICACAO DE DOCUMENTO PUBLICO,,,5
N,BA,DROGAS PARA O CONSUMO PESSOAL,2019,10,2
N,SC,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",,,81
N,BA,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,7,1
N,RS,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2019,10,1
N,MT,CODIGO PENAL INJURIA REAL,,,7
N,PB,DANO,2019,10,1
N,AL,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,10,2
N,MT,CONCUSSAO,,,2
S,,VIOLACAO DE DOMICILIO,2019,10,1
S,SE,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2019,10,1
N,MG,ROUBO COM RESULTADO DE MORTE,2019,10,1
N,SP,LESAO CORPORAL DE NATUREZA GRAVE,2019,10,4
S,MA,FURTO QUALIFICADO,2019,10,1
N,GO,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,2019,10,1
S,MG,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,10,1
N,SC,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2019,10,6
N,MG,DESTRUICAO SUBTRACAO OU OCULTACAO DE CADAVER,2019,10,2
N,PI,DANO QUALIFICADO,,,4
S,BA,RECEPTACAO,2019,8,1
N,,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2019,7,20
S,,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2019,10,1
N,SP,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",1979,9,1
S,AL,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,2
N,CE,FALSIFICACAO DO SINAL EMPREGADO,2019,10,1
N,PI,HOMICIDIO QUALIFICADO,2019,4,1
S,PR,VIAS DE FATO,2019,10,2
S,AM,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2019,10,1
N,GO,LESAO CORPORAL,2019,10,6
N,AC,FURTO SIMPLES,2019,10,3
S,MG,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,,,1
S,MG,DANO,,,9
N,PR,LESAO CORPORAL DE NATUREZA GRAVISSIMA,2019,9,1
S,BA,HOMICIDIO QUALIFICADO,2019,10,1
N,SP,HOMICIDIO QUALIFICADO,2019,1,1
N,PR,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,3,2
S,MG,IMPORTUNAÇÃO SEXUAL,,,4
S,SP,SUBMETER ALGUEM SOB SUA GUARDA A TORTURA,2019,10,3
N,PR,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,,,4
N,CE,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",,,19
N,PR,FURTO DE COISA COMUM,2019,9,5
N,SC,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,5,1
S,RJ,HOMICIDIO SIMPLES,,,28
S,CE,FALSIFICACAO DO SINAL EMPREGADO,2019,10,1
N,PB,DROGAS PARA O CONSUMO PESSOAL,2019,10,2
S,DF,"CP, ART 329: RESISTÊNCIA",,,4
N,PR,DIRECAO PERIGOSA DE VEICULO OU EMBARCACAO,2019,10,1
N,PR,EXTORSAO,2019,10,1
S,PI,DANO QUALIFICADO,2019,10,1
N,,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",1997,10,1
N,MT,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2019,10,2
S,CE,ESTUPRO DE VULNERAVEL,2019,10,1
N,GO,APROPRIACAO INDEBITA,2019,10,1
N,BA,DESACATO,2019,10,1
N,PB,CODIGO PENAL INJURIA REAL,2019,10,2
S,RJ,DANO,,,8
N,AM,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",,,70
N,SC,LESAO CORPORAL DE NATUREZA GRAVE,2019,4,1
N,SP,FAVORECER/ PREFERIR COMPRADOR/FREGUES,2019,8,1
N,PB,FALSIFICACAO DE DOCUMENTO PUBLICO,2019,10,2
N,GO,RECEPTACAO QUALIFICADA,,,15
S,SP,DIRIGIR VEICULO SEM CNH,2019,10,1
N,MT,ESTUPRO DE VULNERAVEL,2019,10,2
N,RS,COACAO NO CURSO DO PROCESSO,2019,10,1
S,PR,PERTURBACAO DA TRANQUILIDADE,2019,10,1
N,RS,FALSIFICACAO DE PRODUTO TERAPEUTICO / MEDICINAL - CULPOSA,2019,10,1
N,,MILICIA PRIVADA,,,120
N,,MAUS TRATOS COM RESULTADO DE LESAO CORPORAL GRAVE,2019,10,1
N,PR,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,3,3
N,SC,ROUBO COM RESULTADO DE MORTE,2019,10,1
N,MA,FALSIDADE IDEOLOGICA,2019,10,1
N,PE,DESACATO,2019,10,1
S,PB,HOMICIDIO QUALIFICADO,2019,8,1
S,AL,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,3
N,CE,HOMICIDIO SIMPLES,2018,9,1
N,,ALTERACAO DE LIMITES,2019,10,1
S,MG,DANO,2019,11,2
N,PR,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,6,1
N,MG,FURTO DE COISA COMUM,2019,10,1
N,CE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,2,1
N,GO,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,11,51
N,PB,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,11,26
S,GO,ASSOCIAÇAO CRIMINOSA,2019,10,1
N,BA,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,11,16
S,,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,,,21
N,SE,DANO,2019,11,2
N,RO,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,11,10
S,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,11,9
N,RS,DEIXAR DE ENTREGAR CNH OU PERMISSAO NO PRAZO,2019,11,1
N,RO,ROUBO,2019,11,15
N,PR,FURTO SIMPLES,2019,11,45
N,PB,PECULATO,2016,11,2
N,AC,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,11,2
N,,ASSOCIAÇAO CRIMINOSA,2019,11,68
N,PA,FURTO QUALIFICADO,2019,11,24
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2017,8,4
N,SP,RECEPTACAO,2019,11,199
N,AC,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,10,6
N,SP,RESISTENCIA,2019,5,2
N,,COMERCIO ILEGAL DE ARMA DE FOGO,2019,11,4
N,BA,FURTO SIMPLES,2019,6,1
N,,MOEDA FALSA,2016,1,1
N,,IMPORTUNAÇÃO SEXUAL,2019,11,23
N,AL,DESACATO,2019,11,1
S,GO,ROUBO,2019,4,2
N,PB,AMEACA,2019,11,30
N,AL,TRAFICO SUBSTANCIA ENTORPECENTE,2019,10,1
S,RJ,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,11,22
N,PA,LESAO CORPORAL DE NATUREZA GRAVE,2019,11,3
N,PR,AMEACA,2019,11,116
N,SP,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,11,54
N,RS,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,11,32
N,,VIAS DE FATO,,,1149
S,SP,FURTO QUALIFICADO,2019,11,26
S,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,3,1
S,RS,DESOBEDIENCIA A DECISAO JUDICIAL,,,1
N,MT,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,11,3
N,MG,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,11,15
N,GO,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,5,4
N,GO,FURTO QUALIFICADO,2019,5,2
N,RO,FURTO QUALIFICADO,2019,11,32
N,SP,RECEPTACAO,2019,4,3
N,PI,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,11,5
N,MT,AMEACA,2018,12,6
S,,AMEACA,2019,11,20
N,CE,LESAO CORPORAL CULPOSA,2019,11,1
N,MA,ROUBO AGRAVADO,2019,11,12
N,PI,LESAO CORPORAL,2019,11,2
N,AP,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2019,11,6
S,MG,CORRUPCAO ATIVA,2019,11,2
N,PE,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2019,11,1
N,,CONTRABANDO,2019,11,49
N,RS,EMBRIAGUEZ,2019,11,14
N,RS,POSSE/PORTE ILEGAL DE ARMA DE FOGO ACESSORIO OU MUNICAO - USO RESTRITO,2019,11,8
N,RS,TRAFICO SUBSTANCIA ENTORPECENTE,2019,11,8
N,RS,ASSOCIAÇAO CRIMINOSA,,,147
N,RO,FALSIFICAR OU ALTERAR DOCUMENTO OPERACAO TRIBUTAVEL,2005,1,1
S,AL,FURTO QUALIFICADO,,,3
S,SC,FRAUDE PROCESSUAL,2019,11,1
N,MG,FEMINICIDIO,2019,11,3
S,SC,ROUBO,2019,11,6
N,MT,AMEACA,2019,1,1
S,PR,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",,,6
N,SC,DROGAS PARA O CONSUMO PESSOAL,,,46
N,RS,DANO,,,80
N,SE,ROUBO AGRAVADO,2019,11,4
N,AP,ESTUPRO DE VULNERAVEL,2019,11,1
N,SP,"INSERIR OU FACILITAR, O FUNCIONÁRIO AUTORIZADO, A INSERÇAO DE DADOS FALSOS, ALTERAR OU EXCLUIR INDEVIDAMENTE DADOS CORRETOS NOS SISTEMAS INFORMATIZADOS OU BANCOS DE DADOS DA ADMINISTRAÇAO PÚBLICA COM O FIM DE OBTER VANTAGEM INDEVIDA PARA SI OU PARA OUTREM OU PARA CAUSAR DANO:",2019,11,5
N,GO,RECEPTACAO,2019,4,5
N,,ESTUPRO DE VULNERAVEL,2019,6,7
N,SE,ROUBO,2019,11,7
N,,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2019,11,18
N,,FALSIFICACAO DE SELO OU SINAL PUBLICO,2019,11,5
N,AM,FURTO QUALIFICADO,2019,11,20
S,SC,RECEPTACAO QUALIFICADA,2019,10,1
N,SP,FALSIFICACAO DE DOCUMENTO PARTICULAR,2019,11,4
N,PE,FURTO SIMPLES,2019,11,2
N,,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2019,11,22
N,AL,ROUBO,2019,11,8
N,CE,ROUBO,2019,7,2
N,MA,DANO QUALIFICADO,2019,10,1
N,,ROUBO AGRAVADO,2017,8,9
N,,SUBMETER A CRIANCA/ADOLESCENTE A PROSTITUICAO,2017,8,1
N,,SEQUESTRO RELAMPAGO,,,38
N,CE,FURTO QUALIFICADO,2019,11,32
S,SP,RECEPTACAO,2019,11,5
N,PB,RESISTENCIA,2019,11,2
N,,VIAS DE FATO,2019,11,29
S,GO,DESOBEDIENCIA,2019,11,2
N,,ESTUPRO DE VULNERAVEL RESULTADO LESAO CORPORAL GRAVE,,,31
N,MG,MODIFICAR CARACTERISTICAS ARMA DE FOGO,2019,11,2
N,SC,DANO QUALIFICADO,,,46
N,SP,AFASTAR-SE DO LOCAL DO ACIDENTE PARA FUGIR DA RESPONSABILIDADE PENAL OU CIVIL,2019,11,5
N,BA,MAUS TRATOS,2019,11,1
N,PE,COACAO NO CURSO DO PROCESSO,,,2
N,RJ,PRATICAR/INDUZIR/INCITAR DISCRIMINACAO/PRECONCEITO,,,8
N,SC,COACAO NO CURSO DO PROCESSO,,,3
S,GO,INJURIA,2019,11,3
N,,ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO AUTOMOTOR,2019,11,27
N,AC,RECEPTACAO,2019,11,2
S,RS,LESAO CORPORAL,2019,11,1
N,,AMEACA,1993,7,1
N,,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,1993,7,1
S,,FALSA IDENTIDADE,2019,11,1
N,GO,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2019,11,3
N,PI,DROGAS PARA O CONSUMO PESSOAL,2019,11,1
N,PR,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,2019,9,1
N,PB,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,11,14
